ID,氏名,性別,所属学部,古典,物理,化学,経済,英語,数学,情報
S1154,森 直樹,男,理工学部,49,88,90,55,89,92,84
S1155,佐々木 零,男,理工学部,53,93,77,63,86,97,87
S1156,清水 涼平,男,理工学部,49,95,87,46,85,100,83
S1157,前田 和也,男,理工学部,63,100,81,60,75,94,78
S1158,佐藤 涼平,男,理工学部,47,91,77,59,90,96,81
S1159,田中 直人,男,理工学部,65,88,79,53,79,87,81
S1160,小林 花子,女,理工学部,50,87,78,56,86,92,85
S1161,西村 洋介,男,理工学部,45,93,79,64,88,95,82
S1162,渡辺 美加子,女,理工学部,62,98,77,55,84,86,83
S1163,石井 涼平,男,理工学部,47,90,88,61,89,92,88
S1164,斎藤 知実,女,理工学部,56,97,77,50,76,97,76
S1165,太田 太一,男,理工学部,45,85,82,50,89,91,77
S1166,田中 里佳,女,理工学部,59,99,75,58,79,89,84
S1167,福田 舞,女,理工学部,58,85,76,52,87,94,78
S1168,山田 涼平,男,理工学部,54,97,78,47,89,88,87
S1169,鈴木 千代,女,理工学部,49,85,77,46,88,96,86
S1170,高橋 康弘,男,理工学部,57,99,87,60,82,94,81
S1171,小川 里佳,女,理工学部,47,92,90,52,84,87,76
S1172,藤井 香織,女,理工学部,65,86,80,56,87,86,88
S1173,山本 明美,女,理工学部,65,100,79,61,89,97,90
S1174,高橋 亮介,男,理工学部,46,93,77,52,76,99,86
S1175,清水 稔,男,理工学部,52,96,83,56,76,92,81
S1176,遠藤 太郎,男,理工学部,54,91,88,45,82,89,81
S1177,佐藤 春香,女,理工学部,50,100,81,64,78,96,75
S1178,清水 零,男,理工学部,61,88,76,57,83,99,90
S1179,高橋 修平,男,理工学部,55,90,75,60,79,92,82
S1180,長谷川 明美,女,理工学部,50,85,89,61,84,86,87
S1181,山口 加奈,女,理工学部,62,96,80,63,89,91,83
S1182,高橋 真綾,女,理工学部,62,95,77,60,79,100,75
S1183,松本 陽子,女,理工学部,48,93,76,45,82,93,87
S1184,鈴木 裕美子,女,理工学部,46,90,76,55,77,94,82
S1185,松本 香織,女,理工学部,51,93,84,50,85,92,85
S1186,佐々木 あすか,女,理工学部,49,96,88,49,89,93,89
S1187,村上 桃子,女,理工学部,65,91,81,56,87,91,88
S1188,石川 舞,女,理工学部,60,89,81,61,85,88,90
S1189,加藤 直樹,男,理工学部,57,97,79,55,90,92,79
S1190,吉田 あすか,女,理工学部,62,91,75,63,88,93,89
S1191,渡辺 里佳,女,理工学部,53,90,82,63,85,85,86
S1192,石井 直子,女,理工学部,57,90,80,52,90,92,82
S1193,井上 七夏,女,理工学部,53,97,82,52,90,87,81
S1194,清水 浩,男,理工学部,49,89,88,56,85,97,85
S1195,鈴木 さゆり,女,理工学部,54,93,83,62,87,98,79
S1196,池田 聡太郎,男,理工学部,57,97,84,46,84,88,88
S1197,藤原 さゆり,女,理工学部,47,87,81,56,75,99,90
S1198,小川 充,男,理工学部,45,99,86,48,78,99,84
S1199,中島 くみ子,女,理工学部,45,97,83,47,76,89,76
S1200,青木 和也,男,理工学部,63,99,86,64,84,87,78
S1201,井上 さゆり,女,理工学部,47,88,80,46,85,90,84
S1202,伊藤 陽子,女,理工学部,55,89,90,50,84,90,76
S1203,遠藤 幹,女,理工学部,48,85,82,48,82,99,89
S1204,田中 里佳,女,理工学部,64,93,81,52,88,95,75
S1205,松本 知実,女,理工学部,58,90,78,54,79,97,80
S1206,松本 舞,女,理工学部,54,93,88,48,81,99,81
S1207,池田 加奈,女,理工学部,47,88,89,61,79,92,82
S1208,田中 結衣,女,理工学部,64,88,78,56,88,88,82
S1209,林 あすか,女,理工学部,57,96,78,57,76,94,89
S1210,林 あすか,女,理工学部,60,97,87,50,76,99,84
S1211,渡辺 加奈,女,理工学部,50,98,88,45,75,97,88
S1212,森 くみ子,女,理工学部,55,92,75,59,79,90,79
S1213,小林 真綾,女,理工学部,51,100,76,65,89,90,85
S1214,伊藤 直子,女,理工学部,46,86,78,56,75,99,75
S1215,鈴木 和也,男,理工学部,65,100,77,54,83,92,83
S1216,森 亮介,男,理工学部,55,98,80,56,89,93,80
S1217,田中 晃,男,理工学部,48,98,78,53,81,98,89
S1218,鈴木 あすか,女,理工学部,46,99,84,48,77,92,78
S1219,中島 香織,女,理工学部,54,98,89,58,90,93,82
S1220,橋本 充,男,理工学部,64,92,82,57,84,99,88
S1221,坂本 桃子,女,理工学部,46,99,82,63,79,97,79
S1222,坂本 翔太,男,理工学部,64,99,77,47,78,88,79
S1223,中川 幹,女,理工学部,64,87,86,63,79,97,80
S1224,鈴木 充,男,理工学部,54,97,90,45,87,86,82
S1225,渡辺 裕美子,女,理工学部,53,91,88,60,80,100,89
S1226,長谷川 幹,女,理工学部,50,89,88,59,78,90,85
S1227,中村 直人,男,理工学部,64,98,77,56,88,85,90
S1228,吉田 太郎,男,理工学部,45,94,78,46,90,100,75
S1229,三浦 零,男,理工学部,61,90,75,46,79,97,90
S1230,石川 英樹,男,理工学部,64,86,80,53,80,85,79
S1231,森 加奈,女,理工学部,52,96,82,47,82,98,75
S1232,田中 陽子,女,理工学部,59,99,79,53,79,99,76
S1233,斎藤 あすか,女,理工学部,53,87,86,52,78,85,80
S1234,池田 さゆり,女,理工学部,46,87,79,59,77,90,78
S1235,田中 香織,女,理工学部,47,93,87,52,85,87,80
S1236,田中 洋介,男,理工学部,65,87,88,58,80,89,86
S1237,佐藤 拓真,男,理工学部,63,96,85,47,90,93,77
S1238,藤井 知実,女,理工学部,46,96,90,62,79,85,87
S1239,松田 陽子,女,理工学部,50,99,89,59,84,93,78
S1240,長谷川 裕美子,女,理工学部,60,89,80,45,78,97,81
S1241,吉田 亮介,男,理工学部,51,92,83,49,81,99,90
S1242,森 花子,女,理工学部,55,87,79,45,82,95,86
S1243,中村 浩,男,理工学部,54,90,79,46,77,97,89
S1244,池田 明美,女,理工学部,53,98,83,64,87,96,79
S1245,岡本 翼,男,理工学部,46,92,86,58,75,100,75
S1246,阿部 あすか,女,理工学部,53,89,83,47,79,87,77
S1247,阿部 涼平,男,理工学部,57,98,85,61,84,92,80
S1248,藤原 香織,女,理工学部,45,97,85,51,80,93,79
S1249,佐々木 亮介,男,理工学部,54,87,78,63,78,97,78
S1250,佐藤 知実,女,理工学部,47,98,90,60,83,97,78
S1251,阿部 明美,女,理工学部,53,94,87,61,88,89,89
S1252,池田 健一,男,理工学部,60,95,89,58,81,99,89
S1253,佐藤 香織,女,理工学部,52,97,80,53,90,93,89
S1254,中村 裕太,男,理工学部,60,94,84,65,82,96,77
S1255,高橋 香織,女,理工学部,55,96,86,60,87,100,75
S1256,山田 舞,女,理工学部,62,89,78,45,88,91,75
S1257,渡辺 くみ子,女,理工学部,60,95,76,59,87,89,82
S1258,山田 知実,女,理工学部,52,98,78,48,78,85,88
S1259,木村 香織,女,理工学部,51,88,82,62,89,95,88
S1260,長谷川 零,男,理工学部,52,86,89,48,81,96,87
S1261,田中 稔,男,理工学部,64,97,78,56,82,100,80
S1262,佐藤 陽子,女,理工学部,55,94,89,48,82,96,82
S1263,吉田 聡太郎,男,理工学部,60,100,84,53,84,90,84
S1264,西村 翼,男,理工学部,50,94,82,60,76,95,84
S1265,木村 あすか,女,理工学部,61,97,90,48,75,85,79
S1266,後藤 翼,男,理工学部,52,91,80,57,87,90,86
S1267,林 明美,女,理工学部,59,98,81,55,80,91,81
S1268,吉田 治,男,理工学部,51,92,86,53,84,91,75
S1269,小林 裕樹,男,理工学部,46,94,86,51,82,93,79
S1270,渡辺 明美,女,理工学部,57,99,88,45,81,87,79
S1271,佐藤 治,男,理工学部,54,100,90,47,85,100,81
S1272,中村 学,男,理工学部,61,99,87,53,89,85,84
S1273,井上 涼平,男,理工学部,47,85,86,50,85,96,89
S1274,吉田 裕太,男,理工学部,46,92,80,57,85,93,83
S1275,吉田 充,男,理工学部,46,100,76,46,75,96,76
S1276,吉田 花子,女,理工学部,65,90,76,50,81,87,83
S1277,佐々木 淳,男,理工学部,55,96,79,63,84,91,76
S1278,山田 修平,男,理工学部,46,88,84,52,84,96,87
S1279,木村 亮介,男,理工学部,55,94,84,63,85,99,77
S1280,高橋 春香,女,理工学部,48,96,84,49,85,99,87
S1281,斉藤 花子,女,理工学部,56,93,75,60,85,92,83
S1282,中村 あすか,女,理工学部,48,97,84,50,84,87,77
S1283,佐藤 幹,女,理工学部,58,89,75,48,83,87,84
S1284,加藤 晃,男,理工学部,57,93,76,58,79,97,84
S1285,松本 亮介,男,理工学部,48,100,90,55,85,92,85
S1286,高橋 翔太,男,理工学部,60,85,81,63,75,85,83
S1287,田中 裕美子,女,理工学部,45,87,75,59,75,90,87
S1288,小林 加奈,女,理工学部,45,93,86,60,87,87,89
S1289,佐藤 拓真,男,理工学部,53,100,85,63,88,88,75
S1290,阿部 淳,男,理工学部,45,86,81,48,84,90,86
S1291,鈴木 零,男,理工学部,52,91,80,55,75,96,80
S1292,佐々木 舞,女,理工学部,55,95,80,47,85,91,85
S1293,加藤 太一,男,理工学部,59,93,75,59,85,92,78
S1294,斎藤 治,男,理工学部,50,87,88,50,83,87,88
S1295,田中 太郎,男,理工学部,62,98,89,59,76,98,82
S1296,山田 千代,女,理工学部,46,93,77,57,89,96,81
S1297,清水 さゆり,女,理工学部,46,88,80,56,75,93,78
S1298,井上 智也,男,理工学部,53,98,79,64,83,88,82
S1299,林 香織,女,理工学部,55,91,75,65,85,100,77
S1300,阿部 幹,女,理工学部,52,89,88,54,79,89,87
S1301,高橋 康弘,男,理工学部,61,87,84,50,78,97,75
S1302,渡辺 直樹,男,理工学部,60,86,87,61,82,98,87
S1303,長谷川 結衣,女,理工学部,57,94,90,46,77,91,88
S1304,中村 修平,男,理工学部,49,87,83,50,86,91,84
S1305,松田 健一,男,理工学部,60,92,87,47,78,99,79
S1306,加藤 桃子,女,理工学部,57,87,81,51,86,88,75
S1307,石井 裕美子,女,理工学部,51,86,78,59,84,91,76
S1308,中村 里佳,女,理工学部,48,96,87,65,83,97,75
S1309,伊藤 翼,男,理工学部,49,96,75,64,79,93,89
S1310,山本 健一,男,理工学部,57,87,80,59,84,92,80
S1311,佐藤 幹,女,理工学部,51,98,88,47,80,92,81
S1312,井上 知実,女,理工学部,60,100,78,65,76,99,77
S1313,山田 加奈,女,理工学部,59,100,75,58,88,98,85
S1314,太田 七夏,女,理工学部,55,90,87,47,84,85,82
S1315,藤原 桃子,女,理工学部,52,86,90,54,75,97,86
S1316,伊藤 太郎,男,理工学部,63,86,80,47,83,88,84
S1317,山崎 浩,男,理工学部,56,92,76,65,84,86,89
S1318,山田 充,男,理工学部,47,99,85,64,87,92,86
S1319,阿部 里佳,女,理工学部,45,99,90,55,86,87,88
S1320,後藤 太郎,男,理工学部,55,99,83,52,77,87,85
S1321,福田 亮介,男,理工学部,60,89,81,57,82,90,80
S1322,前田 知実,女,理工学部,52,92,89,47,82,90,81
S1323,高橋 七夏,女,理工学部,52,85,77,45,75,97,86
S1324,小川 陽子,女,理工学部,60,98,82,63,88,90,81
S1325,藤井 涼平,男,理工学部,54,98,77,64,86,100,82
S1326,佐藤 知実,女,理工学部,56,90,89,55,86,93,80
S1327,高橋 美加子,女,理工学部,57,86,89,50,89,85,82
S1328,木村 拓真,男,理工学部,56,96,85,60,85,91,85
S1329,山崎 裕樹,男,理工学部,62,92,84,57,84,85,90
S1330,伊藤 浩,男,理工学部,53,93,83,49,87,96,84
S1331,田中 太一,男,理工学部,50,94,90,46,87,92,77
S1332,田中 健一,男,理工学部,47,100,85,46,83,95,84
S1333,中村 智也,男,理工学部,61,92,84,64,87,95,90
S1334,遠藤 幹,女,理工学部,50,89,76,51,80,99,85
S1335,吉田 結衣,女,理工学部,65,91,75,60,88,87,81
S1336,佐藤 健一,男,理工学部,60,89,85,46,85,100,83
S1337,藤井 結衣,女,理工学部,59,92,75,65,82,97,75
S1338,中川 千代,女,理工学部,65,88,75,53,75,100,79
S1339,西村 直樹,男,理工学部,49,86,87,46,77,94,77
S1340,近藤 聡太郎,男,理工学部,55,90,86,55,75,86,86
S1341,小林 太郎,男,理工学部,54,97,84,61,86,86,83
S1342,中島 香織,女,理工学部,60,93,75,50,75,85,76
S1343,田中 直子,女,理工学部,49,93,90,63,75,94,79
S1344,田中 直樹,男,理工学部,56,90,81,53,75,95,77
S1345,高橋 直樹,男,理工学部,45,89,85,49,90,96,80
S1346,後藤 知実,女,理工学部,54,90,90,61,83,91,88
S1347,藤田 英樹,男,理工学部,45,100,88,55,79,88,84
S1348,加藤 千代,女,理工学部,49,92,77,61,81,90,79
S1349,高橋 翼,男,理工学部,65,95,88,57,86,85,81
S1350,近藤 健一,男,理工学部,65,90,77,56,90,96,85
S1351,加藤 春香,女,理工学部,60,87,79,62,90,89,83
S1352,小林 浩,男,理工学部,51,97,77,57,88,86,75
S1353,加藤 あすか,女,理工学部,62,99,83,65,80,94,82
S1354,遠藤 淳,男,理工学部,50,87,81,60,81,89,89
S1355,高橋 京助,男,理工学部,58,87,78,54,83,90,79
S1356,渡辺 修平,男,理工学部,58,100,82,61,88,95,75
S1357,林 花子,女,理工学部,56,90,75,54,87,99,76
S1358,阿部 里佳,女,理工学部,54,100,87,48,89,98,90
S1359,佐藤 さゆり,女,理工学部,60,87,81,47,85,92,89
S1360,木村 拓真,男,理工学部,61,99,83,61,83,91,79
S1361,鈴木 充,男,理工学部,60,96,83,62,86,88,85
S1362,三浦 陽一,男,理工学部,53,93,83,58,81,92,76
S1363,斎藤 亮介,男,理工学部,45,91,88,46,79,85,86
S1364,岡田 花子,女,理工学部,56,92,80,50,79,88,82
S1365,鈴木 裕樹,男,理工学部,53,88,82,59,82,89,79
S1366,中村 幹,女,理工学部,56,95,75,59,87,98,90
S1367,小林 稔,男,理工学部,50,99,82,64,78,88,86
S1368,近藤 直樹,男,理工学部,45,93,76,56,78,100,88
S1369,佐藤 拓真,男,理工学部,48,100,86,49,86,98,77
S1370,吉田 浩,男,理工学部,63,94,78,58,82,96,78
S1371,岡本 七夏,女,理工学部,54,86,86,55,81,87,85
S1372,田中 くみ子,女,理工学部,45,89,81,48,84,93,80
S1373,渡辺 くみ子,女,理工学部,57,99,80,50,87,94,85
S1374,清水 さゆり,女,理工学部,56,89,80,63,87,90,75
S1375,清水 真綾,女,理工学部,53,99,78,58,75,100,75
S1376,池田 あすか,女,理工学部,60,85,80,62,78,90,84
S1377,鈴木 直子,女,理工学部,48,88,83,60,84,97,84
S1378,佐藤 桃子,女,理工学部,55,93,84,59,76,85,81
S1379,鈴木 太郎,男,理工学部,48,95,85,59,81,88,88
S1380,阿部 浩,男,理工学部,65,99,88,52,78,92,75
S1381,山田 裕美子,女,理工学部,55,89,88,62,83,87,86
S1382,渡辺 くみ子,女,理工学部,65,98,87,65,85,87,90
S1383,阿部 洋介,男,理工学部,47,91,90,51,77,96,78
S1384,高橋 裕樹,男,理工学部,48,97,75,53,89,90,86
S1385,阿部 稔,男,理工学部,55,92,77,60,88,98,88
S1386,山田 陽子,女,理工学部,53,95,89,59,79,86,83
S1387,佐々木 裕美子,女,理工学部,53,99,90,61,83,88,88
S1388,鈴木 さゆり,女,理工学部,55,89,80,46,76,95,90
S1389,鈴木 幹,女,理工学部,48,95,85,58,80,85,84
S1390,岡田 花子,女,理工学部,54,85,88,46,87,98,79
S1391,林 里佳,女,理工学部,49,92,79,48,89,89,90
S1392,高橋 七夏,女,理工学部,64,93,77,62,88,87,76
S1393,村上 浩,男,理工学部,52,89,84,45,87,94,85
S1394,山口 くみ子,女,理工学部,48,92,78,55,88,86,78
S1395,清水 春香,女,理工学部,50,97,75,59,77,85,87
S1396,山本 花子,女,理工学部,49,94,88,64,86,93,81
S1397,小林 花子,女,理工学部,50,97,76,46,85,100,83
S1398,青木 淳,男,理工学部,45,87,76,47,78,85,77
S1399,佐藤 里佳,女,理工学部,45,95,85,61,85,85,80
S1400,橋本 千代,女,理工学部,47,100,75,60,75,99,85
S1401,青木 加奈,女,理工学部,59,85,84,60,81,89,76
S1402,坂本 太一,男,理工学部,59,85,76,46,79,93,75
S1403,後藤 くみ子,女,理工学部,47,89,87,62,88,87,79
S1404,高橋 あすか,女,理工学部,49,98,77,48,76,92,79
S1405,石井 洋介,男,理工学部,59,88,80,58,76,87,75
S1406,田中 里佳,女,理工学部,54,86,77,56,89,92,86
S1407,岡田 太郎,男,理工学部,63,94,80,48,78,97,88
S1408,小林 加奈,女,理工学部,45,85,82,47,83,88,76
S1409,高橋 淳,男,理工学部,65,87,90,45,79,85,87
S1410,阿部 太一,男,理工学部,64,92,81,47,88,85,78
S1411,藤井 陽子,女,理工学部,65,100,83,51,84,95,75
S1412,佐藤 香織,女,理工学部,50,86,85,56,77,98,75
S1413,佐藤 康弘,男,理工学部,61,88,81,59,89,87,90
S1414,山本 美加子,女,理工学部,63,96,79,54,89,88,77
S1415,伊藤 修平,男,理工学部,50,86,75,58,85,98,90
S1416,伊藤 篤司,男,理工学部,55,90,81,49,82,85,89
S1417,佐藤 桃子,女,理工学部,45,98,90,49,88,87,79
S1418,清水 香織,女,理工学部,64,90,83,58,90,92,86
S1419,阿部 英樹,男,理工学部,55,91,87,65,82,89,87
S1420,斎藤 零,男,理工学部,53,93,83,53,87,92,87
S1421,山口 明美,女,理工学部,56,99,77,64,84,91,87
S1422,清水 和也,男,理工学部,51,99,87,56,80,93,85
S1423,佐藤 康弘,男,理工学部,63,85,76,53,86,100,80
S1424,中村 あすか,女,理工学部,49,100,87,49,87,87,82
S1425,伊藤 七夏,女,理工学部,58,90,81,47,85,88,79
S1426,山本 直子,女,理工学部,63,93,77,47,81,88,78
S1427,佐藤 聡太郎,男,理工学部,45,85,83,46,80,92,77
S1428,高橋 香織,女,理工学部,53,88,86,62,82,89,87
S1429,加藤 京助,男,理工学部,65,88,88,48,84,88,75
S1430,池田 京助,男,理工学部,60,88,82,57,85,98,82
S1431,中村 淳,男,理工学部,45,87,90,62,76,89,88
S1432,鈴木 智也,男,理工学部,48,86,85,62,80,95,89
S1433,藤井 くみ子,女,理工学部,56,100,78,59,78,94,82
S1434,山田 康弘,男,理工学部,55,87,89,60,87,86,78
S1435,加藤 涼平,男,理工学部,63,98,80,61,90,91,76
S1436,藤田 くみ子,女,理工学部,55,91,84,60,88,96,85
S1437,中村 舞,女,理工学部,62,94,78,60,85,100,83
S1438,藤井 花子,女,理工学部,57,89,88,46,86,85,78
S1439,長谷川 真綾,女,理工学部,52,86,75,52,88,86,84
S1440,中川 結衣,女,理工学部,45,97,79,60,86,93,83
S1441,山本 零,男,理工学部,47,94,78,63,82,87,83
S1442,田中 香織,女,理工学部,60,88,76,65,83,87,82
S1443,中村 陽子,女,理工学部,52,90,81,55,89,85,75
S1444,中村 加奈,女,理工学部,46,88,78,46,88,91,86
S1445,井上 千代,女,理工学部,52,95,76,58,88,94,76
S1446,高橋 学,男,理工学部,45,88,90,64,87,91,84
S1447,前田 健一,男,理工学部,52,95,75,52,76,91,76
S1448,山口 さゆり,女,理工学部,50,91,76,64,83,86,89
S1449,斉藤 千代,女,理工学部,46,91,90,51,80,98,90
S1450,田中 明美,女,理工学部,59,86,87,62,76,87,90
S1451,小林 春香,女,理工学部,47,92,89,58,76,90,84
S1452,木村 翼,男,理工学部,53,97,89,59,87,92,88
S1453,高橋 加奈,女,理工学部,57,100,84,60,81,93,86
S1454,高橋 結衣,女,理工学部,49,89,82,59,75,97,76
S1455,岡本 美加子,女,理工学部,64,92,86,49,81,88,85
S1456,小川 春香,女,理工学部,52,97,84,52,85,90,88
S1457,村上 零,男,理工学部,57,89,77,65,75,85,85
S1458,近藤 あすか,女,理工学部,64,88,84,58,77,89,85
S1459,前田 和也,男,理工学部,45,96,89,55,82,98,83
S1460,中川 知実,女,理工学部,50,99,90,55,85,89,77
S1461,加藤 直人,男,理工学部,57,90,84,47,85,95,84
S1462,佐藤 陽子,女,理工学部,59,90,84,46,80,97,80
S1463,伊藤 幹,女,理工学部,46,94,77,51,75,94,78
S1464,田中 洋介,男,理工学部,49,96,88,49,79,96,84
S1465,田中 稔,男,理工学部,62,86,86,59,75,86,88
S1466,林 涼平,男,理工学部,64,89,89,47,76,85,88
S1467,山本 直人,男,理工学部,49,96,80,65,75,88,89
S1468,山田 幹,女,理工学部,59,86,87,61,88,86,83
S1469,中村 香織,女,理工学部,47,94,75,47,80,99,80
S1470,長谷川 治,男,理工学部,51,90,78,54,81,98,88
S1471,岡田 結衣,女,理工学部,45,91,78,56,75,95,77
S1472,木村 幹,女,理工学部,59,98,88,55,80,86,90
S1473,吉田 健一,男,理工学部,53,97,84,62,90,88,78
S1474,佐々木 七夏,女,理工学部,54,90,87,48,90,85,86
S1475,前田 美加子,女,理工学部,56,95,86,65,75,98,78
S1476,清水 健一,男,理工学部,52,93,76,47,88,87,84
S1477,小林 康弘,男,理工学部,62,97,77,62,77,89,87
S1478,佐藤 零,男,理工学部,56,86,82,65,82,89,76
S1479,小林 学,男,理工学部,54,87,79,45,78,98,77
S1480,西村 舞,女,理工学部,63,85,77,58,86,98,81
S1481,吉田 太郎,男,理工学部,60,92,84,46,79,100,76
S1482,山本 拓真,男,理工学部,57,96,90,56,90,96,81
S1483,斉藤 真綾,女,理工学部,62,88,82,60,86,89,87
S1484,松本 洋介,男,理工学部,52,97,83,50,86,89,86
S1485,中島 智也,男,理工学部,63,95,75,65,75,92,83
S1486,山崎 稔,男,理工学部,65,90,75,51,75,86,90
S1487,小林 翔太,男,理工学部,46,92,88,48,77,94,87
S1488,村上 治,男,理工学部,45,85,89,55,84,85,86
S1489,長谷川 くみ子,女,理工学部,58,86,85,62,80,87,82
S1490,佐藤 花子,女,理工学部,64,97,82,63,85,96,84
S1491,山口 洋介,男,理工学部,51,89,82,63,87,97,77
S1492,松本 くみ子,女,理工学部,48,93,76,52,78,94,87
S1493,山口 直樹,男,理工学部,56,91,76,61,83,96,77
S1494,橋本 知実,女,理工学部,49,98,77,53,90,100,86
S1495,森 零,男,理工学部,65,96,77,59,90,95,89
S1496,鈴木 拓真,男,理工学部,59,89,85,55,87,97,81
S1497,中村 智也,男,理工学部,64,92,89,48,82,91,86
S1498,山口 晃,男,理工学部,62,95,78,59,84,96,87
S1499,渡辺 加奈,女,理工学部,63,93,83,52,76,96,77
S1500,小川 太一,男,理工学部,64,91,90,64,83,97,78
S1501,森 さゆり,女,理工学部,47,100,82,48,86,96,90
S1502,佐藤 直人,男,理工学部,58,90,80,65,90,94,85
S1503,佐藤 和也,男,理工学部,48,100,83,53,87,91,76
S1504,阿部 和也,男,理工学部,54,96,86,57,87,97,89
S1505,村上 智也,男,理工学部,46,98,83,62,80,93,86
S1506,吉田 篤司,男,理工学部,62,91,88,53,77,91,84
S1507,佐藤 あすか,女,理工学部,49,94,89,49,77,85,89
S1508,吉田 修平,男,理工学部,62,89,90,53,84,92,87
S1509,高橋 香織,女,理工学部,50,85,78,59,85,96,90
S1510,山崎 直人,男,理工学部,53,90,90,55,82,95,76
S1511,阿部 涼平,男,理工学部,50,87,86,47,80,94,76
S1512,高橋 太郎,男,理工学部,58,91,82,45,90,94,77
S1513,佐藤 康弘,男,理工学部,50,91,80,60,83,90,85
S1514,田中 結衣,女,理工学部,53,95,75,51,76,98,84
S1515,山本 京助,男,理工学部,49,88,88,64,85,96,75
S1516,中村 翼,男,理工学部,57,87,84,64,89,96,80
S1517,岡本 さゆり,女,理工学部,49,85,85,65,89,86,80
S1518,吉田 裕太,男,理工学部,56,85,86,55,89,88,85
S1519,鈴木 直子,女,理工学部,64,88,80,57,76,85,83
S1520,坂本 和也,男,理工学部,57,94,80,63,86,91,75
S1521,吉田 春香,女,理工学部,64,92,76,50,80,90,89
S1522,福田 春香,女,理工学部,60,87,75,50,82,88,85
S1523,山本 太郎,男,理工学部,53,86,87,52,86,100,89
S1524,中村 陽一,男,理工学部,51,85,78,54,84,87,75
S1525,佐藤 太一,男,理工学部,65,97,75,47,87,85,89
S1526,中村 零,男,理工学部,59,85,76,53,76,89,84
S1527,小林 直人,男,理工学部,63,88,79,45,77,87,82
S1528,青木 加奈,女,理工学部,47,93,88,51,82,90,89
S1529,松本 学,男,理工学部,53,92,76,45,85,92,86
S1530,田中 洋介,男,理工学部,49,96,84,55,78,99,77
S1531,藤井 裕美子,女,理工学部,49,88,78,46,89,100,84
S1532,山田 太一,男,理工学部,63,94,75,65,90,87,89
S1533,佐藤 真綾,女,理工学部,60,87,87,50,80,100,86
S1534,山下 千代,女,理工学部,58,98,76,51,76,90,79
S1535,阿部 修平,男,理工学部,59,90,78,56,78,87,84
S1536,吉田 裕美子,女,理工学部,54,87,81,61,78,94,81
S1537,渡辺 幹,女,理工学部,57,86,87,48,83,95,85
S1538,中村 七夏,女,理工学部,61,88,90,58,87,98,76
S1539,青木 涼平,男,理工学部,64,99,90,64,82,85,78
S1540,阿部 真綾,女,理工学部,65,97,84,57,79,93,78
S1541,後藤 零,男,理工学部,59,91,85,58,89,93,79
S1542,鈴木 花子,女,理工学部,55,90,78,55,81,88,78
S1543,渡辺 翔太,男,理工学部,64,90,75,46,75,92,75
S1544,井上 直樹,男,理工学部,46,91,88,52,76,97,87
S1545,村上 花子,女,理工学部,52,90,84,54,80,97,76
S1546,中島 加奈,女,理工学部,58,91,80,56,79,94,78
S1547,鈴木 幹,女,理工学部,49,91,87,45,77,100,78
S1548,伊藤 知実,女,理工学部,65,87,87,51,83,93,82
S1549,山本 涼平,男,理工学部,65,87,88,55,88,85,80
S1550,山本 陽子,女,理工学部,50,94,76,47,90,94,76
S1551,近藤 太郎,男,理工学部,65,89,75,62,77,100,89
S1552,佐藤 和也,男,理工学部,65,100,87,48,83,98,85
S1553,松田 直樹,男,理工学部,59,99,79,49,82,95,85
S1554,中村 あすか,女,理工学部,56,96,75,52,78,97,85
S1555,清水 陽子,女,理工学部,61,85,86,56,83,87,89
S1556,山下 英樹,男,理工学部,60,87,88,47,87,99,80
S1557,高橋 七夏,女,理工学部,64,89,83,46,77,100,77
S1558,橋本 さゆり,女,理工学部,58,95,85,65,75,99,75
S1559,田中 加奈,女,理工学部,64,90,87,53,82,94,80
S1560,鈴木 香織,女,理工学部,48,98,81,45,85,97,81
S1561,伊藤 稔,男,理工学部,59,99,87,47,82,86,76
S1562,遠藤 あすか,女,理工学部,64,98,84,49,80,89,89
S1563,中村 裕太,男,理工学部,51,91,90,50,80,93,89
S1564,佐々木 直樹,男,理工学部,54,94,79,51,84,94,79
S1565,加藤 幹,女,理工学部,63,100,89,53,90,97,80
S1566,前田 あすか,女,理工学部,51,96,81,60,79,87,88
S1567,岡田 晃,男,理工学部,48,90,79,55,81,90,88
S1568,小林 さゆり,女,理工学部,51,100,87,61,77,98,87
S1569,石井 充,男,理工学部,45,91,76,63,87,89,83
S1570,木村 幹,女,理工学部,47,97,87,57,85,92,80
S1571,田中 晃,男,理工学部,54,98,78,52,84,99,89
S1572,田中 春香,女,理工学部,56,95,77,64,76,97,77
S1573,田中 さゆり,女,理工学部,64,98,85,60,77,90,81
S1574,藤田 淳,男,理工学部,53,100,78,57,76,86,87
S1575,村上 零,男,理工学部,59,88,88,48,84,87,88
S1576,中島 知実,女,理工学部,50,96,77,61,78,92,76
S1577,森 亮介,男,理工学部,55,90,75,53,86,96,77
S1578,加藤 和也,男,理工学部,51,90,82,51,85,92,80
S1579,伊藤 七夏,女,理工学部,48,90,88,61,87,98,76
S1580,伊藤 美加子,女,理工学部,48,87,76,51,87,91,90
S1581,山崎 陽子,女,理工学部,59,96,81,49,81,86,85
S1582,中村 零,男,理工学部,60,85,86,60,90,86,90
S1583,中村 桃子,女,理工学部,55,91,88,62,87,92,81
S1584,斎藤 美加子,女,理工学部,62,92,77,51,86,100,76
S1585,加藤 淳,男,理工学部,53,87,83,49,87,86,75
